,Mean P&L,Std P&L,RMSE,5th pct,1st pct
realised 15%,1.9708154212248716,0.7201368324915624,2.098263682678788,0.853910948796833,0.5707310382929834
realised 20%,0.006450767496375521,0.4439787010061522,0.44402556159347695,-0.7070314363988127,-1.1481171660087268
realised 25%,-1.9880737086491405,0.9995389145264229,2.2252000163299046,-3.827180625458039,-4.820835815498503
